PDBID,HBOND_LIG_SC,HBOND:LIG_MC,HBOND:SC_LIG,HBOND:MC_LIG,VDW:LIG_SC,VDW:LIG_MC,VDW:SC_LIG,VDW:MC_LIG,HBOND_LIG_SC2 normal,HBOND:LIG_MC3 normal,HBOND:SC_LIG4 normal,HBOND:MC_LIG5 normal,VDW:LIG_SC6 normal,VDW:LIG_MC7 normal,VDW:SC_LIG8 normal,VDW:MC_LIG9 normal
6KQL,0,0,0,7,0,0,20,1,0,0,0,0.25,0,0,0.714285714,0.035714286
6KQM,0,0,0,8,0,0,19,0,0,0,0,0.296296296,0,0,0.703703704,0
6KQN,0,0,0,8,0,0,19,1,0,0,0,0.285714286,0,0,0.678571429,0.035714286
6KR6,0,0,0,3,0,0,5,0,0,0,0,0.375,0,0,0.625,0
6KTC,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,0
6KUG,0,0,0,0,0,0,14,0,0,0,0,0,0,0,1,0
6KUJ,0,0,0,3,0,0,11,1,0,0,0,0.2,0,0,0.733333333,0.066666667
6KUK,0,0,0,4,0,0,7,0,0,0,0,0.363636364,0,0,0.636363636,0
6KUP,0,0,0,4,0,0,5,0,0,0,0,0.444444444,0,0,0.555555556,0
6KUR,0,0,0,2,0,0,12,0,0,0,0,0.142857143,0,0,0.857142857,0
6KUT,0,0,0,2,0,0,13,0,0,0,0,0.133333333,0,0,0.866666667,0
6KUU,0,0,0,2,0,0,14,0,0,0,0,0.125,0,0,0.875,0
6KUV,0,0,0,3,0,0,10,2,0,0,0,0.2,0,0,0.666666667,0.133333333
6KWQ,0,0,0,6,0,0,8,1,0,0,0,0.4,0,0,0.533333333,0.066666667
6KWR,0,0,0,6,0,0,9,0,0,0,0,0.4,0,0,0.6,0
6KYV,0,39,0,0,35,1,0,0,0,0.52,0,0,0.466666667,0.013333333,0,0
6L1W,0,0,0,4,0,0,10,0,0,0,0,0.285714286,0,0,0.714285714,0
6L5N,0,0,0,16,0,0,3,0,0,0,0,0.842105263,0,0,0.157894737,0
6L74,0,0,0,7,0,0,21,1,0,0,0,0.24137931,0,0,0.724137931,0.034482759
6LDI,0,3,0,4,3,0,15,0,0,0.12,0,0.16,0.12,0,0.6,0
6LLB,0,0,0,9,0,0,21,1,0,0,0,0.290322581,0,0,0.677419355,0.032258065
6LNB,0,0,0,14,0,0,77,2,0,0,0,0.150537634,0,0,0.827956989,0.021505376
6LNC,0,23,0,0,65,5,0,0,0,0.247311828,0,0,0.698924731,0.053763441,0,0
6LSE,0,0,0,3,0,0,3,0,0,0,0,0.5,0,0,0.5,0
6LSF,0,0,0,4,0,0,2,0,0,0,0,0.666666667,0,0,0.333333333,0
6LSG,0,0,0,3,0,0,2,0,0,0,0,0.6,0,0,0.4,0
6LSH,0,0,0,2,0,0,1,0,0,0,0,0.666666667,0,0,0.333333333,0
6LT7,0,0,0,14,0,0,54,2,0,0,0,0.2,0,0,0.771428571,0.028571429
6LTP,0,11,0,12,27,1,33,2,0,0.127906977,0,0.139534884,0.313953488,0.011627907,0.38372093,0.023255814
6LTR,0,0,0,29,0,0,40,3,0,0,0,0.402777778,0,0,0.555555556,0.041666667
6LTU,0,0,0,26,0,0,43,2,0,0,0,0.366197183,0,0,0.605633803,0.028169014
6LU0,0,0,0,18,0,0,39,2,0,0,0,0.305084746,0,0,0.661016949,0.033898305
6LVR,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0
6M0V,0,31,0,0,34,0,0,0,0,0.476923077,0,0,0.523076923,0,0,0
6M0W,0,32,0,0,33,0,0,0,0,0.492307692,0,0,0.507692308,0,0,0
6M0X,0,0,0,33,0,0,30,0,0,0,0,0.523809524,0,0,0.476190476,0
6M6C,0,0,0,3,0,0,4,0,0,0,0,0.428571429,0,0,0.571428571,0
6M6R,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6M6S,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0
6M6V,0,0,0,2,0,0,18,1,0,0,0,0.095238095,0,0,0.857142857,0.047619048
6M7D,0,0,0,2,0,0,9,0,0,0,0,0.181818182,0,0,0.818181818,0
6M7K,0,0,2,2,0,0,12,0,0,0,0.125,0.125,0,0,0.75,0
6MCB,0,15,0,0,36,0,0,0,0,0.294117647,0,0,0.705882353,0,0,0
6MCC,0,11,0,0,31,1,0,0,0,0.255813953,0,0,0.720930233,0.023255814,0,0
6MCE,26,1,0,0,8,0,0,0,0.742857143,0.028571429,0,0,0.228571429,0,0,0
6MCF,27,0,0,0,13,1,0,0,0.658536585,0,0,0,0.317073171,0.024390244,0,0
6MDZ,0,0,0,17,0,0,17,0,0,0,0,0.5,0,0,0.5,0
6ME0,0,8,0,0,26,2,0,0,0,0.222222222,0,0,0.722222222,0.055555556,0,0
6MFN,0,0,0,7,0,0,6,0,0,0,0,0.538461538,0,0,0.461538462,0
6MFR,0,0,0,18,0,0,17,1,0,0,0,0.5,0,0,0.472222222,0.027777778
6MKN,0,81,0,0,90,4,0,0,0,0.462857143,0,0,0.514285714,0.022857143,0,0
6MPF,0,86,0,0,92,6,0,0,0,0.467391304,0,0,0.5,0.032608696,0,0
6MPI,0,85,0,0,97,5,0,0,0,0.454545455,0,0,0.518716578,0.026737968,0,0
6MUR,0,3,0,15,7,2,41,1,0,0.043478261,0,0.217391304,0.101449275,0.028985507,0.594202899,0.014492754
6MUS,0,6,0,11,16,2,35,1,0,0.084507042,0,0.154929577,0.225352113,0.028169014,0.492957746,0.014084507
6MUT,0,0,0,13,1,2,42,1,0,0,0,0.220338983,0.016949153,0.033898305,0.711864407,0.016949153
6MUU,0,0,0,15,0,0,32,4,0,0,0,0.294117647,0,0,0.62745098,0.078431373
6MWN,0,10,0,0,34,7,0,0,0,0.196078431,0,0,0.666666667,0.137254902,0,0
6N4O,0,0,0,9,0,0,15,0,0,0,0,0.375,0,0,0.625,0
6N6A,0,0,0,2,0,0,8,0,0,0,0,0.2,0,0,0.8,0
6N6C,0,0,0,2,0,0,5,0,0,0,0,0.285714286,0,0,0.714285714,0
6N6D,0,0,0,2,0,0,8,0,0,0,0,0.2,0,0,0.8,0
6N6E,0,0,0,1,0,0,4,0,0,0,0,0.2,0,0,0.8,0
6N6F,0,0,0,2,0,0,7,0,0,0,0,0.222222222,0,0,0.777777778,0
6N6G,0,0,0,2,0,0,5,0,0,0,0,0.285714286,0,0,0.714285714,0
6N6H,0,0,0,2,0,0,7,0,0,0,0,0.222222222,0,0,0.777777778,0
6N6I,0,0,0,2,4,0,15,0,0,0,0,0.095238095,0.19047619,0,0.714285714,0
6N6J,0,0,0,2,4,0,15,0,0,0,0,0.095238095,0.19047619,0,0.714285714,0
6N6K,0,0,0,2,4,0,16,0,0,0,0,0.090909091,0.181818182,0,0.727272727,0
6N9U,0,0,0,4,0,0,9,0,0,0,0,0.307692308,0,0,0.692307692,0
6N9V,0,0,0,8,0,0,8,1,0,0,0,0.470588235,0,0,0.470588235,0.058823529
6N9W,0,0,0,6,0,0,8,0,0,0,0,0.428571429,0,0,0.571428571,0
6N9X,0,0,0,9,0,0,10,1,0,0,0,0.45,0,0,0.5,0.05
6ND4,0,42,0,0,40,7,0,0,0,0.471910112,0,0,0.449438202,0.078651685,0,0
6NE0,0,0,0,23,0,0,102,0,0,0,0,0.184,0,0,0.816,0
6NEQ,0,44,0,0,155,7,0,0,0,0.213592233,0,0,0.752427184,0.033980583,0,0
6NF8,0,43,0,0,158,10,0,0,0,0.203791469,0,0,0.748815166,0.047393365,0,0
6NIT,0,0,0,15,0,0,12,0,0,0,0,0.555555556,0,0,0.444444444,0
6NM9,0,0,0,16,0,0,25,0,0,0,0,0.390243902,0,0,0.609756098,0
6NMA,0,0,0,7,0,0,10,0,0,0,0,0.411764706,0,0,0.588235294,0
6NMC,0,0,0,8,3,0,12,0,0,0,0,0.347826087,0.130434783,0,0.52173913,0
6NMD,0,0,0,7,3,0,14,0,0,0,0,0.291666667,0.125,0,0.583333333,0
6NME,0,0,0,9,0,0,14,2,0,0,0,0.36,0,0,0.56,0.08
6NOC,0,0,0,0,0,0,43,0,0,0,0,0,0,0,1,0
6NOD,0,0,0,0,0,0,84,0,0,0,0,0,0,0,1,0
6NOF,0,0,0,0,0,0,47,0,0,0,0,0,0,0,1,0
6NOH,0,0,0,0,0,0,42,0,0,0,0,0,0,0,1,0
6NQB,0,28,0,4,29,2,21,1,0,0.329411765,0,0.047058824,0.341176471,0.023529412,0.247058824,0.011764706
6NUD,0,23,0,0,44,2,4,0,0,0.315068493,0,0,0.602739726,0.02739726,0.054794521,0
6NUE,0,17,0,6,27,3,11,2,0,0.257575758,0,0.090909091,0.409090909,0.045454545,0.166666667,0.03030303
6NUT,0,0,0,3,0,0,8,0,0,0,0,0.272727273,0,0,0.727272727,0
6NY1,0,0,0,6,0,0,21,0,0,0,0,0.222222222,0,0,0.777777778,0
6NY2,0,8,0,5,4,0,14,0,0,0.258064516,0,0.161290323,0.129032258,0,0.451612903,0
6NY3,0,10,0,3,8,0,9,0,0,0.333333333,0,0.1,0.266666667,0,0.3,0
6NY5,0,0,0,0,0,0,37,0,0,0,0,0,0,0,1,0
6NY6,0,86,0,0,82,5,0,0,0,0.497109827,0,0,0.473988439,0.028901734,0,0
6O0X,0,0,0,15,0,0,23,0,0,0,0,0.394736842,0,0,0.605263158,0
6O0Y,0,0,0,15,0,0,24,1,0,0,0,0.375,0,0,0.6,0.025
6O0Z,0,0,0,10,0,0,24,1,0,0,0,0.285714286,0,0,0.685714286,0.028571429
6O16,0,0,0,9,0,0,23,0,0,0,0,0.28125,0,0,0.71875,0
6O1K,0,0,39,22,0,0,117,0,0,0,0.219101124,0.123595506,0,0,0.657303371,0
6O1L,7,0,32,14,1,0,104,0,0.044303797,0,0.202531646,0.088607595,0.006329114,0,0.658227848,0
6O1M,9,1,29,19,6,0,97,0,0.055900621,0.00621118,0.180124224,0.118012422,0.037267081,0,0.602484472,0
6O5F,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0
6O6C,0,0,0,2,0,0,1,0,0,0,0,0.666666667,0,0,0.333333333,0
6O6V,0,0,0,6,0,0,21,0,0,0,0,0.222222222,0,0,0.777777778,0
6O6X,0,0,0,8,0,0,23,0,0,0,0,0.258064516,0,0,0.741935484,0
6O75,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0.9,0.1
6O78,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0.9,0.1
6O79,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0.923076923,0.076923077
6O7B,0,0,0,3,0,0,20,2,0,0,0,0.12,0,0,0.8,0.08
6O7E,0,2,0,16,8,2,46,1,0,0.026666667,0,0.213333333,0.106666667,0.026666667,0.613333333,0.013333333
6O7H,0,5,0,14,8,1,53,2,0,0.060240964,0,0.168674699,0.096385542,0.012048193,0.638554217,0.024096386
6O7I,0,3,0,16,6,1,54,2,0,0.036585366,0,0.195121951,0.073170732,0.012195122,0.658536585,0.024390244
6O7K,0,85,0,3,73,6,11,2,0,0.472222222,0,0.016666667,0.405555556,0.033333333,0.061111111,0.011111111
6OKK,0,142,0,0,195,14,1,0,0,0.403409091,0,0,0.553977273,0.039772727,0.002840909,0
6OMV,0,5,0,8,10,0,10,0,0,0.151515152,0,0.242424242,0.303030303,0,0.303030303,0
6OON,0,0,0,8,0,0,15,1,0,0,0,0.333333333,0,0,0.625,0.041666667
6OV0,0,0,0,12,0,0,27,0,0,0,0,0.307692308,0,0,0.692307692,0
6OVR,0,0,0,8,0,0,17,2,0,0,0,0.296296296,0,0,0.62962963,0.074074074
6OVY,0,0,0,6,0,0,11,2,0,0,0,0.315789474,0,0,0.578947368,0.105263158
6OW3,0,0,0,6,0,0,17,1,0,0,0,0.25,0,0,0.708333333,0.041666667
6OY5,0,0,0,5,0,0,15,1,0,0,0,0.238095238,0,0,0.714285714,0.047619048
6OY6,0,0,0,6,0,0,14,1,0,0,0,0.285714286,0,0,0.666666667,0.047619048
6OY7,0,0,0,7,0,0,22,2,0,0,0,0.225806452,0,0,0.709677419,0.064516129
6OZP,0,0,0,12,0,0,11,0,0,0,0,0.52173913,0,0,0.47826087,0
6OZS,0,0,0,12,0,0,12,0,0,0,0,0.5,0,0,0.5,0
6P18,0,8,0,0,22,0,4,0,0,0.235294118,0,0,0.647058824,0,0.117647059,0
6P19,0,2,0,0,6,0,3,0,0,0.181818182,0,0,0.545454545,0,0.272727273,0
6P4G,0,167,0,2,236,10,8,0,0,0.394799054,0,0.004728132,0.557919622,0.023640662,0.01891253,0
6P4H,0,177,0,0,263,8,0,0,0,0.395089286,0,0,0.587053571,0.017857143,0,0
6P71,0,0,0,6,0,0,16,1,0,0,0,0.260869565,0,0,0.695652174,0.043478261
6P7M,0,0,0,10,0,0,16,0,0,0,0,0.384615385,0,0,0.615384615,0
6P7N,0,0,0,20,0,0,31,0,0,0,0,0.392156863,0,0,0.607843137,0
6P7P,0,0,2,3,0,0,17,0,0,0,0.090909091,0.136363636,0,0,0.772727273,0
6P7Q,0,0,5,0,0,0,18,0,0,0,0.217391304,0,0,0,0.782608696,0
6PB4,0,0,50,8,0,0,25,3,0,0,0.581395349,0.093023256,0,0,0.290697674,0.034883721
6PC5,0,72,0,0,79,3,0,0,0,0.467532468,0,0,0.512987013,0.019480519,0,0
6PC6,0,75,0,0,82,2,0,0,0,0.471698113,0,0,0.51572327,0.012578616,0,0
6PC7,0,69,0,0,90,4,0,0,0,0.423312883,0,0,0.552147239,0.024539877,0,0
6PC8,0,65,0,0,81,6,0,0,0,0.427631579,0,0,0.532894737,0.039473684,0,0
6PCH,0,69,0,0,89,5,0,0,0,0.423312883,0,0,0.54601227,0.030674847,0,0
6PCQ,0,71,0,0,92,1,0,0,0,0.432926829,0,0,0.56097561,0.006097561,0,0
6PCR,0,73,0,0,87,3,0,0,0,0.447852761,0,0,0.533742331,0.018404908,0,0
6PCS,0,74,0,0,81,3,0,0,0,0.46835443,0,0,0.512658228,0.018987342,0,0
6PCT,0,77,0,0,88,5,0,0,0,0.452941176,0,0,0.517647059,0.029411765,0,0
6PIF,0,0,0,17,0,0,62,3,0,0,0,0.207317073,0,0,0.756097561,0.036585366
6PIG,0,16,0,0,55,1,0,0,0,0.222222222,0,0,0.763888889,0.013888889,0,0
6PIJ,0,0,0,19,0,0,88,5,0,0,0,0.169642857,0,0,0.785714286,0.044642857
6PMI,0,0,39,1,0,0,30,0,0,0,0.557142857,0.014285714,0,0,0.428571429,0
6PMJ,0,0,35,1,0,0,28,0,0,0,0.546875,0.015625,0,0,0.4375,0
6PPF,0,73,0,0,96,4,0,0,0,0.421965318,0,0,0.554913295,0.023121387,0,0
6PPK,0,96,0,0,149,9,0,0,0,0.377952756,0,0,0.586614173,0.035433071,0,0
6PPN,0,10,0,0,41,0,0,0,0,0.196078431,0,0,0.803921569,0,0,0
6PPP,0,7,0,0,32,0,0,0,0,0.179487179,0,0,0.820512821,0,0,0
6PPQ,0,0,0,6,0,0,27,0,0,0,0,0.181818182,0,0,0.818181818,0
6PPV,0,0,0,5,0,0,30,0,0,0,0,0.142857143,0,0,0.857142857,0
6PUN,0,0,0,0,0,0,76,0,0,0,0,0,0,0,1,0
6PVK,0,65,0,0,75,5,0,0,0,0.448275862,0,0,0.517241379,0.034482759,0,0
6PZQ,0,0,1,1,0,0,4,0,0,0,0.166666667,0.166666667,0,0,0.666666667,0
6Q1H,0,0,11,6,0,0,34,0,0,0,0.215686275,0.117647059,0,0,0.666666667,0
6Q8U,0,8,0,0,19,2,0,0,0,0.275862069,0,0,0.655172414,0.068965517,0,0
6QCS,0,0,0,5,0,0,22,2,0,0,0,0.172413793,0,0,0.75862069,0.068965517
6QCT,0,0,0,6,0,0,19,2,0,0,0,0.222222222,0,0,0.703703704,0.074074074
6QCV,0,0,0,10,0,0,28,7,0,0,0,0.222222222,0,0,0.622222222,0.155555556
6QCW,0,0,0,9,0,0,25,5,0,0,0,0.230769231,0,0,0.641025641,0.128205128
6QCX,0,0,0,11,0,0,29,3,0,0,0,0.255813953,0,0,0.674418605,0.069767442
6QDW,0,165,0,28,200,10,48,2,0,0.364238411,0,0.061810155,0.441501104,0.022075055,0.105960265,0.004415011
6QIC,0,0,0,16,0,0,49,1,0,0,0,0.242424242,0,0,0.742424242,0.015151515
6QKL,0,38,0,0,52,2,0,0,0,0.413043478,0,0,0.565217391,0.02173913,0,0
6QUL,0,181,0,0,236,11,0,0,0,0.422897196,0,0,0.551401869,0.025700935,0,0
6QWL,0,0,0,4,0,0,12,0,0,0,0,0.25,0,0,0.75,0
6QX3,8,0,0,0,8,2,0,0,0.444444444,0,0,0,0.444444444,0.111111111,0,0
6QX8,0,0,20,9,0,0,17,2,0,0,0.416666667,0.1875,0,0,0.354166667,0.041666667
6QXE,0,0,20,9,0,0,17,2,0,0,0.416666667,0.1875,0,0,0.354166667,0.041666667
6R7B,0,0,0,8,0,0,17,0,0,0,0,0.32,0,0,0.68,0
6R7G,0,0,0,0,0,0,69,2,0,0,0,0,0,0,0.971830986,0.028169014
6R9R,0,10,0,0,15,2,0,0,0,0.37037037,0,0,0.555555556,0.074074074,0,0
6RA4,0,0,0,2,0,0,13,0,0,0,0,0.133333333,0,0,0.866666667,0
6RBD,0,104,0,3,173,10,4,0,0,0.353741497,0,0.010204082,0.588435374,0.034013605,0.013605442,0
6RBE,0,136,0,0,202,16,0,0,0,0.384180791,0,0,0.570621469,0.04519774,0,0
6RCL,0,0,0,1,0,0,7,0,0,0,0,0.125,0,0,0.875,0
6RFL,0,0,0,1,6,0,2,0,0,0,0,0.111111111,0.666666667,0,0.222222222,0
6RH3,0,1,0,0,2,0,0,0,0,0.333333333,0,0,0.666666667,0,0,0
6RI7,0,2,0,0,2,0,0,0,0,0.5,0,0,0.5,0,0,0
6RI9,0,1,0,0,4,0,1,0,0,0.166666667,0,0,0.666666667,0,0.166666667,0
6RID,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0
6RIE,0,0,0,1,0,0,7,0,0,0,0,0.125,0,0,0.875,0
6RIN,0,0,0,2,3,0,2,1,0,0,0,0.25,0.375,0,0.25,0.125
6RIP,0,0,0,0,5,0,1,0,0,0,0,0,0.833333333,0,0.166666667,0
6RJ9,0,0,0,16,0,0,21,0,0,0,0,0.432432432,0,0,0.567567568,0
6RJA,0,0,0,31,0,0,37,0,0,0,0,0.455882353,0,0,0.544117647,0
6RJD,0,0,0,15,0,0,16,0,0,0,0,0.483870968,0,0,0.516129032,0
6RJG,0,0,0,18,0,0,17,1,0,0,0,0.5,0,0,0.472222222,0.027777778
6RR7,0,0,30,5,0,0,23,2,0,0,0.5,0.083333333,0,0,0.383333333,0.033333333
6RT4,0,1,0,3,0,0,1,0,0,0.2,0,0.6,0,0,0.2,0
6RT5,0,1,0,2,0,0,0,0,0,0.333333333,0,0.666666667,0,0,0,0
6RT6,0,1,0,2,0,0,0,0,0,0.333333333,0,0.666666667,0,0,0,0
6RT7,0,1,0,3,0,0,1,0,0,0.2,0,0.6,0,0,0.2,0
6RTI,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,0
6S0K,0,184,0,0,218,9,0,0,0,0.447688564,0,0,0.530413625,0.02189781,0,0
6S0M,0,0,0,1,0,0,3,0,0,0,0,0.25,0,0,0.75,0
6S6B,0,0,0,44,2,0,60,5,0,0,0,0.396396396,0.018018018,0,0.540540541,0.045045045
6S8B,0,0,0,47,6,0,89,8,0,0,0,0.313333333,0.04,0,0.593333333,0.053333333
6S8E,0,0,0,42,0,0,99,7,0,0,0,0.283783784,0,0,0.668918919,0.047297297
6S91,0,0,0,51,0,0,96,8,0,0,0,0.329032258,0,0,0.619354839,0.051612903
6SCE,0,0,0,12,0,0,18,1,0,0,0,0.387096774,0,0,0.580645161,0.032258065
6SCF,0,0,0,18,0,0,50,0,0,0,0,0.264705882,0,0,0.735294118,0
6SDW,0,0,30,3,0,0,3,0,0,0,0.833333333,0.083333333,0,0,0.083333333,0
6SDY,0,0,16,1,0,0,2,0,0,0,0.842105263,0.052631579,0,0,0.105263158,0
6SH8,0,0,0,49,0,0,90,8,0,0,0,0.333333333,0,0,0.612244898,0.054421769
6SHB,0,6,0,36,19,1,71,3,0,0.044117647,0,0.264705882,0.139705882,0.007352941,0.522058824,0.022058824
6SIC,0,0,0,43,0,0,102,8,0,0,0,0.281045752,0,0,0.666666667,0.052287582
6SJ6,0,79,0,0,108,5,0,0,0,0.411458333,0,0,0.5625,0.026041667,0,0
6SJD,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0
6SNJ,0,0,21,0,0,0,8,1,0,0,0.7,0,0,0,0.266666667,0.033333333
6SO9,7,4,0,0,10,0,0,0,0.333333333,0.19047619,0,0,0.476190476,0,0,0
6SPB,0,209,0,0,291,28,0,0,0,0.395833333,0,0,0.551136364,0.053030303,0,0
6SPC,0,86,0,0,172,32,0,0,0,0.296551724,0,0,0.593103448,0.110344828,0,0
6SPD,0,127,0,0,143,5,0,0,0,0.461818182,0,0,0.52,0.018181818,0,0
6SPE,0,48,0,0,52,2,0,0,0,0.470588235,0,0,0.509803922,0.019607843,0,0
6STY,0,0,0,2,0,0,7,0,0,0,0,0.222222222,0,0,0.777777778,0
6SW9,0,78,0,0,100,6,0,0,0,0.423913043,0,0,0.543478261,0.032608696,0,0
6SWC,0,82,0,2,79,0,1,0,0,0.5,0,0.012195122,0.481707317,0,0.006097561,0
6SWD,0,57,0,0,47,1,0,0,0,0.542857143,0,0,0.447619048,0.00952381,0,0
6SWE,0,47,0,3,33,1,1,0,0,0.552941176,0,0.035294118,0.388235294,0.011764706,0.011764706,0
6SY4,0,0,0,2,0,0,9,0,0,0,0,0.181818182,0,0,0.818181818,0
6SY6,0,0,0,2,0,0,9,0,0,0,0,0.181818182,0,0,0.818181818,0
6SZU,0,0,0,17,0,0,51,2,0,0,0,0.242857143,0,0,0.728571429,0.028571429
6SZV,0,0,0,12,0,0,33,0,0,0,0,0.266666667,0,0,0.733333333,0
6T0N,0,0,0,12,0,0,20,1,0,0,0,0.363636364,0,0,0.606060606,0.03030303
6T0R,0,0,0,8,0,0,34,0,0,0,0,0.19047619,0,0,0.80952381,0
6T0S,0,0,0,8,0,0,38,1,0,0,0,0.170212766,0,0,0.808510638,0.021276596
6T0U,0,0,0,10,0,0,32,0,0,0,0,0.238095238,0,0,0.761904762,0
6T0V,0,0,0,10,0,0,35,0,0,0,0,0.222222222,0,0,0.777777778,0
6T0W,0,0,0,5,0,0,17,0,0,0,0,0.227272727,0,0,0.772727273,0
6T2C,0,0,0,4,0,0,19,0,0,0,0,0.173913043,0,0,0.826086957,0
6T34,29,0,57,0,0,0,57,0,0.202797203,0,0.398601399,0,0,0,0.398601399,0
6TED,0,0,0,4,0,0,2,0,0,0,0,0.666666667,0,0,0.333333333,0
6THN,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0
6TMF,0,119,0,0,160,10,0,0,0,0.411764706,0,0,0.553633218,0.034602076,0,0
6TNN,0,111,0,6,146,6,18,0,0,0.386759582,0,0.020905923,0.508710801,0.020905923,0.06271777,0
6TPH,0,0,10,5,0,0,4,0,0,0,0.526315789,0.263157895,0,0,0.210526316,0
6TPQ,0,122,0,7,139,10,17,0,0,0.413559322,0,0.023728814,0.471186441,0.033898305,0.057627119,0
6TQA,0,0,0,7,0,0,24,3,0,0,0,0.205882353,0,0,0.705882353,0.088235294
6TQB,0,0,0,2,0,0,7,2,0,0,0,0.181818182,0,0,0.636363636,0.181818182
6TQN,0,0,0,5,0,0,35,2,0,0,0,0.119047619,0,0,0.833333333,0.047619048
6TQO,0,0,0,8,0,0,36,2,0,0,0,0.173913043,0,0,0.782608696,0.043478261
6TW1,0,0,0,13,0,0,39,0,0,0,0,0.25,0,0,0.75,0
6TY9,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0
6TYE,25,6,5,0,8,0,6,0,0.5,0.12,0.1,0,0.16,0,0.12,0
6TYF,0,0,0,5,7,1,12,0,0,0,0,0.2,0.28,0.04,0.48,0
6TYG,30,6,7,0,13,0,6,0,0.483870968,0.096774194,0.112903226,0,0.209677419,0,0.096774194,0
6TZ1,0,0,0,1,0,0,6,0,0,0,0,0.142857143,0,0,0.857142857,0
6TZ2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0
6U6Y,0,0,0,0,0,0,9,6,0,0,0,0,0,0,0.6,0.4
6U8D,0,2,0,0,11,0,0,0,0,0.153846154,0,0,0.846153846,0,0,0
6U8K,0,6,0,0,28,0,0,0,0,0.176470588,0,0,0.823529412,0,0,0
6U9X,0,0,0,5,0,0,27,0,0,0,0,0.15625,0,0,0.84375,0
6UEJ,0,0,0,3,0,0,10,0,0,0,0,0.230769231,0,0,0.769230769,0
6UPX,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6UPY,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6UPZ,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6UQ0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6UQ1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6UQ2,0,3,0,0,1,0,0,0,0,0.75,0,0,0.25,0,0,0
6UQ3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6URO,0,0,0,3,0,0,21,0,0,0,0,0.125,0,0,0.875,0
6UV1,0,0,0,15,0,0,2,0,0,0,0,0.882352941,0,0,0.117647059,0
6UV2,0,0,0,7,0,0,1,0,0,0,0,0.875,0,0,0.125,0
6UV3,0,0,0,7,0,0,1,0,0,0,0,0.875,0,0,0.125,0
6UV4,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0
6V9Q,0,19,0,0,77,0,0,0,0,0.197916667,0,0,0.802083333,0,0,0
6VBW,0,20,0,0,111,1,0,0,0,0.151515152,0,0,0.840909091,0.007575758,0,0
6VFF,0,0,0,5,0,0,4,0,0,0,0,0.555555556,0,0,0.444444444,0
6VM6,0,0,0,12,0,0,56,2,0,0,0,0.171428571,0,0,0.8,0.028571429
6VPC,0,9,0,3,26,1,3,0,0,0.214285714,0,0.071428571,0.619047619,0.023809524,0.071428571,0
6VQV,0,0,0,20,0,0,69,2,0,0,0,0.21978022,0,0,0.758241758,0.021978022
6VQW,0,0,0,18,0,0,52,2,0,0,0,0.25,0,0,0.722222222,0.027777778
6VQX,0,0,0,27,0,0,57,5,0,0,0,0.303370787,0,0,0.640449438,0.056179775
6VRB,0,8,0,0,37,1,0,0,0,0.173913043,0,0,0.804347826,0.02173913,0,0
6VRC,0,0,0,9,0,0,23,1,0,0,0,0.272727273,0,0,0.696969697,0.03030303
6VRD,0,0,0,4,0,0,2,0,0,0,0,0.666666667,0,0,0.333333333,0
6W11,0,0,0,6,0,0,13,0,0,0,0,0.315789474,0,0,0.684210526,0
6W1X,0,1,0,17,6,2,37,1,0,0.015625,0,0.265625,0.09375,0.03125,0.578125,0.015625
6W5C,0,0,0,20,0,0,39,0,0,0,0,0.338983051,0,0,0.661016949,0
6W62,0,0,0,3,0,0,10,0,0,0,0,0.230769231,0,0,0.769230769,0
6W64,0,0,0,3,0,0,21,1,0,0,0,0.12,0,0,0.84,0.04
6W6K,0,48,0,0,44,2,0,0,0,0.510638298,0,0,0.468085106,0.021276596,0,0
6W6V,0,19,0,0,62,0,0,0,0,0.234567901,0,0,0.765432099,0,0,0
6W77,0,50,0,0,64,6,0,0,0,0.416666667,0,0,0.533333333,0.05,0,0
6W7M,0,62,0,0,79,8,0,0,0,0.416107383,0,0,0.530201342,0.053691275,0,0
6W7N,0,41,0,0,39,5,0,0,0,0.482352941,0,0,0.458823529,0.058823529,0,0
6W7W,0,25,0,0,26,2,0,0,0,0.471698113,0,0,0.490566038,0.037735849,0,0
