PDBID,Total HBOND,Total VDW,Control
5EEW,0.288659794,0.711340206,1
5EEX,0.28,0.72,1
5EEY,0.28,0.72,1
5EEZ,0.277227723,0.722772277,1
5EF0,0.264705882,0.735294118,1
5EF1,0.257142857,0.742857143,1
5EF2,0.266666667,0.733333333,1
5EF3,0.264150943,0.735849057,1
5EIM,0.105263158,0.894736842,1
5ELH,0.3125,0.6875,1
5ELK,0.428571429,0.571428571,1
5ELR,0.166666667,0.833333333,1
5ELS,0.269230769,0.730769231,1
5ELT,0.222222222,0.777777778,1
5ELX,1,0,1
5EMO,0.238095238,0.761904762,1
5EN1,0,1,1
5EX7,0.153846154,0.846153846,1
5F0Q,0.285714286,0.714285714,1
5F0S,0.315789474,0.684210526,1
5F5F,0.272727273,0.727272727,1
5F5H,0.277777778,0.722222222,1
5F6C,0.705882353,0.294117647,1
5F8G,0.571428571,0.428571429,1
5F8H,0.5,0.5,1
5F8I,0.5,0.5,1
5F8J,0.461538462,0.538461538,1
5F8L,0.571428571,0.428571429,1
5F8M,0.5,0.5,1
5F8N,0.5,0.5,1
5F98,0.473684211,0.526315789,1
5F9F,0.460526316,0.539473684,1
5F9H,0.85,0.15,1
5F9R,0.362318841,0.637681159,1
5FJ8,0,1,1
5FLM,0.428571429,0.571428571,1
5FLX,0.334346505,0.665653495,1
5FMZ,0.257142857,0.742857143,1
5FN1,0.777777778,0.222222222,1
5FQ5,0.778625954,0.221374046,1
5FVC,0.205128205,0.794871795,1
5FW1,0.787234043,0.212765957,1
5FW2,0.755905512,0.244094488,1
5FW3,0.782608696,0.217391304,1
5G2X,0.153846154,0.846153846,1
5G4U,0.375,0.625,1
5G4V,0.294117647,0.705882353,1
5GAD,0.47654321,0.52345679,1
5GAE,0.466824645,0.533175355,1
5GAF,0.48019802,0.51980198,1
5GAG,0.483173077,0.516826923,1
5GAH,0.480099502,0.519900498,1
5GJB,0.5,0.5,1
5GMF,0.285714286,0.714285714,1
5GMG,0.285714286,0.714285714,1
5GUH,0.285714286,0.714285714,1
5GXH,0.095238095,0.904761905,1
5GXI,0.133333333,0.866666667,1
5H0R,1,0,1
5H1K,0.166666667,0.833333333,1
5H1L,0.090909091,0.909090909,1
5H1S,0.316384181,0.683615819,1
5H3U,0.090909091,0.909090909,1
5H9E,0.244186047,0.755813953,1
5H9F,0.282352941,0.717647059,1
5HAB,0.368421053,0.631578947,1
5HC9,0.291666667,0.708333333,1
5HJZ,0.142857143,0.857142857,1
5HKC,0,1,1
5HKV,0.454861111,0.545138889,1
5HL7,0.462068966,0.537931034,1
5HO4,0.133333333,0.866666667,1
5HP2,0.416666667,0.583333333,1
5HP3,0.444444444,0.555555556,1
5HR6,0.291666667,0.708333333,1
5HR7,0.153846154,0.846153846,1
5HSW,0.333333333,0.666666667,1
5I2D,0.333333333,0.666666667,1
5I4A,0.25,0.75,1
5I8Q,0.333333333,0.666666667,1
5I9D,0,1,1
5I9F,0,1,1
5I9G,0,1,1
5I9H,0,1,1
5ID6,0.4,0.6,1
5IP2,0,1,1
5IPL,0.162162162,0.837837838,1
5IPM,0.114285714,0.885714286,1
5IPN,0.161290323,0.838709677,1
5IWA,0.466666667,0.533333333,1
5IYD,0.225806452,0.774193548,1
5J0M,0.833333333,0.166666667,1
5J1O,0.764705882,0.235294118,1
5J2W,0.772727273,0.227272727,1
5JAJ,0.625,0.375,1
5JB2,0.833333333,0.166666667,1
5JB3,0.399159664,0.600840336,1
5JBG,0.526315789,0.473684211,1
5JBH,0.427312775,0.572687225,1
5JBJ,0.461538462,0.538461538,1
5JC3,0.866666667,0.133333333,1
5JC7,0.928571429,0.071428571,1
5JCF,0.857142857,0.142857143,1
5JCH,0.857142857,0.142857143,1
5JJI,1,0,1
5JJK,0.866666667,0.133333333,1
5JJL,1,0,1
5JJU,0.111111111,0.888888889,1
5JRC,0,1,1
5JS1,0.4,0.6,1
5JVG,0.424242424,0.575757576,1
5JVH,0.414860681,0.585139319,1
5JXS,0.666666667,0.333333333,1
5K0Y,0.338530067,0.661469933,1
5K77,0,1,1
5K78,0.032258065,0.967741935,1
5KAL,0.333333333,0.666666667,1
5KI6,0.363636364,0.636363636,1
5KK5,0.677419355,0.322580645,1
5KL1,0.111111111,0.888888889,1
5KL8,0.068181818,0.931818182,1
5KLA,0.28,0.72,1
5L1Z,0,1,1
5L2L,0.34,0.66,1
5LL6,0.384976526,0.615023474,1
5LM7,0.095238095,0.904761905,1
5LMN,0.426829268,0.573170732,1
5LMO,0.432160804,0.567839196,1
5LMP,0.395939086,0.604060914,1
5LMQ,0.402843602,0.597156398,1
5LMR,0.412037037,0.587962963,1
5LMS,0.335106383,0.664893617,1
5LMT,0.406113537,0.593886463,1
5LMU,0.443349754,0.556650246,1
5LMV,0.425925926,0.574074074,1
5LTA,0.363636364,0.636363636,1
5M0I,0.142857143,0.857142857,1
5M0J,0.125,0.875,1
5M3F,0,1,1
5M3H,0.296296296,0.703703704,1
5M3J,0.24137931,0.75862069,1
5M5X,0.4,0.6,1
5M5Y,0.5,0.5,1
5M64,0.5,0.5,1
5M73,0.340425532,0.659574468,1
5M8I,0.588235294,0.411764706,1
5ME0,0.411184211,0.588815789,1
5ME1,0.416058394,0.583941606,1
5MFX,0.5,0.5,1
5MGA,0.555555556,0.444444444,1
5MLC,0.422163588,0.577836412,1
5MMI,0.423162584,0.576837416,1
5MMJ,0.458563536,0.541436464,1
5MS0,0.44,0.56,1
5MSG,0.181818182,0.818181818,1
5MY1,0.452229299,0.547770701,1
5N61,0.375,0.625,1
5N94,0.444444444,0.555555556,1
5NEW,0.181818182,0.818181818,1
5NG6,0.412280702,0.587719298,1
5NO2,0.426229508,0.573770492,1
5NO3,0.411290323,0.588709677,1
5NO4,0.438848921,0.561151079,1
5NPM,0.5,0.5,1
5NRG,0.454545455,0.545454545,1
5NS3,0.285714286,0.714285714,1
5NS4,0.285714286,0.714285714,1
5O1Y,0.090909091,0.909090909,1
5O1Z,0.0625,0.9375,1
5O20,0.076923077,0.923076923,1
5O3J,0.333333333,0.666666667,1
5O58,0,1,1
5O5J,0.433962264,0.566037736,1
5O60,0.444711538,0.555288462,1
5O6U,0.234042553,0.765957447,1
5O7H,0.28,0.72,1
5OA3,0.360962567,0.639037433,1
5OC6,0,1,1
5ODV,0.856287425,0.143712575,1
5OIK,0.133333333,0.866666667,1
5OLA,0.115384615,0.884615385,1
5OMW,0.340909091,0.659090909,1
5ON2,0.341463415,0.658536585,1
5ON3,0.317073171,0.682926829,1
5ONH,0.318181818,0.681818182,1
5OOL,0.325497288,0.674502712,1
5OOM,0.313373253,0.686626747,1
5OPT,0.291784703,0.708215297,1
5OSG,0,1,1
5OT2,0.6,0.4,1
5SUP,1,0,1
5SWM,0.333333333,0.666666667,1
5SZE,0.2,0.8,1
5T16,0.173913043,0.826086957,1
5T7B,0.333333333,0.666666667,1
5T8Y,1,0,1
5TF6,0.188118812,0.811881188,1
5THE,0.470588235,0.529411765,1
5TZS,0.573529412,0.426470588,1
5U07,0.268518519,0.731481481,1
5U0A,0.241610738,0.758389262,1
5U30,0.448717949,0.551282051,1
5U31,0.46835443,0.53164557,1
5U33,0.5,0.5,1
5U34,0.322580645,0.677419355,1
5U4J,0.489795918,0.510204082,1
5U9B,0.486486486,0.513513514,1
5UD5,0.25,0.75,1
5UDI,0.5,0.5,1
5UDJ,0.5,0.5,1
5UDK,0.538461538,0.461538462,1
5UDL,0.5,0.5,1
5UDZ,0.128712871,0.871287129,1
5UH5,0.230769231,0.769230769,1
5UH6,0.263157895,0.736842105,1
5UH8,0.24,0.76,1
5UH9,0.272727273,0.727272727,1
5UHC,0.192307692,0.807692308,1
5UJ2,0.333333333,0.666666667,1
5US2,0.666666667,0.333333333,1
5USA,0.666666667,0.333333333,1
5USE,0.5,0.5,1
5USG,0.333333333,0.666666667,1
5UX0,0.185185185,0.814814815,1
5UZ4,0.340909091,0.659090909,1
5UZ9,0.294117647,0.705882353,1
5UZZ,0.625,0.375,1
5V6X,0.230769231,0.769230769,1
5V7C,0.083333333,0.916666667,1
5V7Q,0.342756184,0.657243816,1
5VAJ,0.777777778,0.222222222,1
5VI5,0.27027027,0.72972973,1
5VM9,0.261904762,0.738095238,1
5VO8,0.275862069,0.724137931,1
5VOE,0.25,0.75,1
5VOF,0.2,0.8,1
5VSU,0.185714286,0.814285714,1
5VT0,0,1,1
5VVR,0.3,0.7,1
5VVS,0,1,1
5VW1,0.340425532,0.659574468,1
5VZL,0.318181818,0.681818182,1
5W0M,0.388888889,0.611111111,1
5W0O,0.0625,0.9375,1
5W1H,0.071428571,0.928571429,1
5W1I,0.073170732,0.926829268,1
5W3V,0.181818182,0.818181818,1
5W4U,1,0,1
5W51,1,0,1
5W5H,0.461538462,0.538461538,1
5W5I,0.481481481,0.518518519,1
5W5Y,0.333333333,0.666666667,1
5W64,0.375,0.625,1
5W65,0.5,0.5,1
5W66,0.583333333,0.416666667,1
5W6V,0.333333333,0.666666667,1
5W7N,0.5,0.5,1
5W7O,0.333333333,0.666666667,1
5WEA,0.466666667,0.533333333,1
5WJR,0.5,0.5,1
5WLH,0.072727273,0.927272727,1
5WNP,0.469273743,0.530726257,1
5WNQ,0.456140351,0.543859649,1
5WNR,0.442528736,0.557471264,1
5WNS,0.455621302,0.544378698,1
5WNT,0.494252874,0.505747126,1
5WNU,0.49112426,0.50887574,1
5WNV,0.472527473,0.527472527,1
5WQE,0.3,0.7,1
5WS2,0.363636364,0.636363636,1
5WT1,0.279069767,0.720930233,1
5WT3,0.411764706,0.588235294,1
5WTI,0.452054795,0.547945205,1
5WTK,0.083333333,0.916666667,1
5WTY,0.016129032,0.983870968,1
5WWE,0.076923077,0.923076923,1
5WWF,0.066666667,0.933333333,1
5WWG,0.125,0.875,1
5WWR,0.225806452,0.774193548,1
5WWS,0.279411765,0.720588235,1
5WWT,0.257575758,0.742424242,1
5WWW,0.142857143,0.857142857,1
5WWX,0.181818182,0.818181818,1
5WZG,0.025641026,0.974358974,1
5WZH,0.026315789,0.973684211,1
5WZI,0.028571429,0.971428571,1
5WZJ,0.022222222,0.977777778,1
5WZK,0.032258065,0.967741935,1
5X21,0.233333333,0.766666667,1
5X22,0.254545455,0.745454545,1
5X2G,0.489361702,0.510638298,1
5X2H,0.511111111,0.488888889,1
5X3Z,0.5,0.5,1
5X6B,0.15,0.85,1
5X70,0,1,1
5X8R,0.365853659,0.634146341,1
5X8T,0.347826087,0.652173913,1
5XBL,0.255319149,0.744680851,1
5XC6,0.545454545,0.454545455,1
5XH6,0.588235294,0.411764706,1
5XH7,0.566037736,0.433962264,1
5XJ2,0.5,0.5,1
5XLO,0.243243243,0.756756757,1
5XLP,0.388888889,0.611111111,1
5XOW,0.615384615,0.384615385,1
5XPA,0.666666667,0.333333333,1
5XPG,0.642857143,0.357142857,1
5XTM,0.384615385,0.615384615,1
5XUS,0.54,0.46,1
5XUT,0.530612245,0.469387755,1
5XUU,0.518518519,0.481481481,1
5XUZ,0.571428571,0.428571429,1
5XWP,0.246153846,0.753846154,1
5XWY,0.205882353,0.794117647,1
5XXU,0.439169139,0.560830861,1
5XYI,0.466666667,0.533333333,1
5XYM,0.452307692,0.547692308,1
5XYU,0.38961039,0.61038961,1
5Y36,0.288135593,0.711864407,1
5Y58,0.326530612,0.673469388,1
5Y6Z,0.4,0.6,1
5Y7M,0.228571429,0.771428571,1
5YKI,0,1,1
5YTS,0,1,1
5YTT,0,1,1
5YTV,0,1,1
5YTX,0,1,1
5YYN,0.1875,0.8125,1
5Z3G,0.311827957,0.688172043,1
5Z4A,0.375,0.625,1
5Z4D,0.461538462,0.538461538,1
5Z4J,0.454545455,0.545454545,1
5Z98,0.222222222,0.777777778,1
5Z9W,1,0,1
5Z9X,1,0,1
5ZC9,0.875,0.125,1
5ZET,0.383631714,0.616368286,1
5ZEU,0.376404494,0.623595506,1
5ZEY,0,1,1
5ZKJ,0.891304348,0.108695652,1
5ZQ0,0.19047619,0.80952381,1
5ZQ1,0.3,0.7,1
5ZQ8,0.2,0.8,1
5ZSA,0.24,0.76,1
5ZSB,0.272727273,0.727272727,1
5ZSC,0.3,0.7,1
5ZSD,0.272727273,0.727272727,1
5ZSE,0.2,0.8,1
5ZSL,0.315789474,0.684210526,1
5ZSM,0.173913043,0.826086957,1
5ZSN,0.352941176,0.647058824,1
5ZTH,0.333333333,0.666666667,1
5ZTM,0.857142857,0.142857143,1
5ZUU,0.8,0.2,1
5ZW4,0,1,1
5ZX2,0.216216216,0.783783784,1
6A4E,0.105263158,0.894736842,1
6A5L,0.84375,0.15625,1
6A5O,0.947368421,0.052631579,1
6A5P,0.90625,0.09375,1
6A5R,0.962962963,0.037037037,1
6A5T,0.8,0.2,1
6A5U,0.870967742,0.129032258,1
6A6J,0,1,1
6A6L,0,1,1
6AAX,0.133333333,0.866666667,1
6AAY,0.142857143,0.857142857,1
6AEB,0.392857143,0.607142857,1
6AEG,0.37704918,0.62295082,1
6AGB,0.079545455,0.920454545,1
6AH3,0.147368421,0.852631579,1
6AHR,0.096774194,0.903225806,1
6AHU,0.164556962,0.835443038,1
6AI6,0.404255319,0.595744681,1
6AJK,0.142857143,0.857142857,1
6ALF,0.153846154,0.846153846,1
6ALG,0.25,0.75,1
6ALH,0,1,1
6AR1,0.5,0.5,1
6AR3,0.5,0.5,1
6ASO,0.16,0.84,1
6ASX,0.25,0.75,1
6AZ1,0.367032967,0.632967033,1
6B0B,0,1,1
6B14,0.066666667,0.933333333,1
6B19,1,0,1
6B3K,0.058823529,0.941176471,1
6B44,0.194174757,0.805825243,1
6B45,0.213333333,0.786666667,1
6B46,0.3,0.7,1
6B47,0.318181818,0.681818182,1
6B48,0.303030303,0.696969697,1
6B6H,0.621359223,0.378640777,1
6BBO,0,1,1
6BJG,0.648648649,0.351351351,1
6BJH,0.545454545,0.454545455,1
6BJS,0,1,1
6BJV,0.586206897,0.413793103,1
6BJY,0.285714286,0.714285714,1
6BLO,1,0,1
6BLP,1,0,1
6BM2,0.5,0.5,1
6BM4,1,0,1
6BQF,1,0,1
6BSG,0.416666667,0.583333333,1
6BSH,0.416666667,0.583333333,1
6BSI,0.375,0.625,1
6BSJ,0.5,0.5,1
6C0F,0.300990099,0.699009901,1
6C4H,0.520547945,0.479452055,1
6C66,0.22972973,0.77027027,1
6C6K,0.068965517,0.931034483,1
6C6S,0.2,0.8,1
6C6T,0.1875,0.8125,1
6C6U,0.142857143,0.857142857,1
6CAO,0.454545455,0.545454545,1
6CAP,0.476190476,0.523809524,1
6CAQ,0.480446927,0.519553073,1
6CAR,0.451428571,0.548571429,1
6CAS,0.464088398,0.535911602,1
6CB1,0.616600791,0.383399209,1
6CBD,0.419354839,0.580645161,1
6CF2,0,1,1
6CMN,0.5,0.5,1
6CYT,0,1,1
6D06,0.5,0.5,1
6D12,0.086956522,0.913043478,1
6D1V,0,1,1
6D2U,0.5,0.5,1
6D2Z,0.222222222,0.777777778,1
6D30,0.4,0.6,1
6D6V,0.12987013,0.87012987,1
6D8A,0.755905512,0.244094488,1
6D8F,0.782945736,0.217054264,1
6D8P,0.423076923,0.576923077,1
6D92,0.458333333,0.541666667,1
6D95,0.458333333,0.541666667,1
6D9K,0.44,0.56,1
6D9L,0.44,0.56,1
6DB8,0.125,0.875,1
6DB9,0.111111111,0.888888889,1
6DCB,0,1,1
6DCC,0,1,1
6DDD,0.407185629,0.592814371,1
6DDG,0.433436533,0.566563467,1
6DMN,0.952380952,0.047619048,1
6DMV,0.947368421,0.052631579,1
6DNH,0.2,0.8,1
6DO8,0.947368421,0.052631579,1
6DO9,0.904761905,0.095238095,1
6DOA,0.954545455,0.045454545,1
6DOB,0.95,0.05,1
6DOC,0.952380952,0.047619048,1
6DOD,0.954545455,0.045454545,1
6DOE,0.952380952,0.047619048,1
6DOF,0.954545455,0.045454545,1
6DOG,0.954545455,0.045454545,1
6DOH,0.944444444,0.055555556,1
6DOI,0.941176471,0.058823529,1
6DOJ,0.947368421,0.052631579,1
6DOK,0.947368421,0.052631579,1
6DOL,0.947368421,0.052631579,1
6DOM,0.904761905,0.095238095,1
6DON,0.904761905,0.095238095,1
6DOO,0.904761905,0.095238095,1
6DOP,0.952380952,0.047619048,1
6DOQ,0.904761905,0.095238095,1
6DOR,0.904761905,0.095238095,1
6DOS,0.95,0.05,1
6DOT,0.947368421,0.052631579,1
6DOU,0.857142857,0.142857143,1
6DOV,0.947368421,0.052631579,1
6DOW,1,0,1
6DOX,0.944444444,0.055555556,1
6DOY,0.947368421,0.052631579,1
6DOZ,0.947368421,0.052631579,1
6DP0,0.947368421,0.052631579,1
6DP1,0.947368421,0.052631579,1
6DP2,0.947368421,0.052631579,1
6DP3,0.952380952,0.047619048,1
6DP4,0.952380952,0.047619048,1
6DP5,0.944444444,0.055555556,1
6DP6,0.947368421,0.052631579,1
6DP7,0.941176471,0.058823529,1
6DP8,0.956521739,0.043478261,1
6DP9,0.947368421,0.052631579,1
6DPA,0.95,0.05,1
6DPB,0.944444444,0.055555556,1
6DPC,0.944444444,0.055555556,1
6DPD,0.941176471,0.058823529,1
6DPE,0.947368421,0.052631579,1
6DPF,0.944444444,0.055555556,1
6DPG,0.947368421,0.052631579,1
6DPH,0.9375,0.0625,1
6DPI,0.9,0.1,1
6DPJ,0.944444444,0.055555556,1
6DPK,0.947368421,0.052631579,1
6DPL,0.947368421,0.052631579,1
6DPM,1,0,1
6DPN,0.944444444,0.055555556,1
6DPO,0.954545455,0.045454545,1
6DPP,0.944444444,0.055555556,1
6DT8,0.333333333,0.666666667,1
6DTA,0.285714286,0.714285714,1
6DTD,0.766233766,0.233766234,1
6DTI,0.465517241,0.534482759,1
6DU4,0.243243243,0.756756757,1
6DU5,0.285714286,0.714285714,1
6DUQ,1,0,1
6DV9,0.217391304,0.782608696,1
6DVB,0.227272727,0.772727273,1
6DVC,0.217391304,0.782608696,1
6DZK,0.820033956,0.179966044,1
6DZP,0.333333333,0.666666667,1
6E0O,0.4,0.6,1
6E4P,0.105263158,0.894736842,1
6E9E,0.272727273,0.727272727,1
6E9F,0.47826087,0.52173913,1
6EEN,0,1,1
6EM3,1,0,1
6EM4,1,0,1
6EML,0.384615385,0.615384615,1
6EVJ,0.296296296,0.703703704,1
6EVK,0.25,0.75,1
6EXV,0.2,0.8,1
6F3H,0.380952381,0.619047619,1
6F41,0.25,0.75,1
6F4A,1,0,1
6F5O,0.24137931,0.75862069,1
6FAI,0.33125,0.66875,1
6FBS,0.242424242,0.757575758,1
6FHH,0.269230769,0.730769231,1
6FHI,0.304347826,0.695652174,1
6FLP,0.375,0.625,1
6FLQ,0.5,0.5,1
6FPQ,0.25,0.75,1
6FPX,0.236842105,0.763157895,1
6FQ3,0,1,1
6FQL,0,1,1
6FQR,0.25,0.75,1
6FUW,0.242424242,0.757575758,1
6G18,0.394255875,0.605744125,1
6G19,0.909090909,0.090909091,1
6G1S,1,0,1
6G1X,1,0,1
6G2K,0.083333333,0.916666667,1
6G3B,0.666666667,0.333333333,1
6G4S,1,0,1
6G4W,1,0,1
6G51,1,0,1
6G53,1,0,1
6G5H,0.389473684,0.610526316,1
6G5I,0.397260274,0.602739726,1
6G63,0.625,0.375,1
6G99,0.434782609,0.565217391,1
6GBM,0.62962963,0.37037037,1
6GBZ,0.42042042,0.57957958,1
6GC0,0.400662252,0.599337748,1
6GC4,0.398496241,0.601503759,1
6GC5,0.092592593,0.907407407,1
6GC6,0.374358974,0.625641026,1
6GC7,0.37254902,0.62745098,1
6GC8,0.429333333,0.570666667,1
6GD2,0.068965517,0.931034483,1
6GD3,0.074074074,0.925925926,1
6GFW,0.117647059,0.882352941,1
6GJZ,0.904761905,0.095238095,1
6GKH,0.923076923,0.076923077,1
6GKM,0.904761905,0.095238095,1
6GMH,0.125,0.875,1
6GML,0,1,1
6GOV,0.222222222,0.777777778,1
6GPG,0.5,0.5,1
6GTC,0.285714286,0.714285714,1
6GTD,0.80952381,0.19047619,1
6GTE,0.428571429,0.571428571,1
6GTF,0.368421053,0.631578947,1
6GTG,0.488372093,0.511627907,1
6GV4,0,1,1
6GVY,0.8,0.2,1
6GX6,0.111111111,0.888888889,1
6H5Q,0.181818182,0.818181818,1
6H5S,0.2,0.8,1
6H61,0.923076923,0.076923077,1
6H66,1,0,1
6H67,1,0,1
6H68,0.1,0.9,1
6H9H,0.183673469,0.816326531,1
6H9I,0.245614035,0.754385965,1
6HAK,0.2,0.8,1
6HAU,0.388888889,0.611111111,1
6HCT,0.306122449,0.693877551,1
6HKO,0.4,0.6,1
6HLQ,0.4,0.6,1
6HLR,0.25,0.75,1
6HMA,0.483516484,0.516483516,1
6HPJ,0.388888889,0.611111111,1
6HTU,1,0,1
6HYU,0.307692308,0.692307692,1
6I0T,0.4,0.6,1
6I0U,0.461538462,0.538461538,1
6I0V,0.533333333,0.466666667,1
6I0Y,0.401709402,0.598290598,1
6I1K,0.431034483,0.568965517,1
6I1L,0.421686747,0.578313253,1
6I2N,0,1,1
6I3P,0.262295082,0.737704918,1
6I84,0.871794872,0.128205128,1
6IFK,0.288461538,0.711538462,1
6IFL,0.247524752,0.752475248,1
6IFN,0.236111111,0.763888889,1
6IFO,0.265486726,0.734513274,1
6IFU,0.27,0.73,1
6IFY,0.315789474,0.684210526,1
6IFZ,0.315217391,0.684782609,1
6IG0,0.326086957,0.673913043,1
6IJ2,0.166666667,0.833333333,1
6INQ,0.925925926,0.074074074,1
6IQW,0.195652174,0.804347826,1
6IR9,0.724137931,0.275862069,1
6IV6,0.363636364,0.636363636,1
6IV8,0.237288136,0.762711864,1
6IV9,0.222222222,0.777777778,1
6J4W,0.815789474,0.184210526,1
6J4Z,0.777777778,0.222222222,1
6J7Z,0.181818182,0.818181818,1
6J9E,0.3,0.7,1
6J9F,0.1,0.9,1
6JBQ,0.217391304,0.782608696,1
6JC3,0,1,1
6JCX,0.206896552,0.793103448,1
6JCY,0.210526316,0.789473684,1
6JDQ,0.433333333,0.566666667,1
6JDV,0.540983607,0.459016393,1
6JE3,0.4375,0.5625,1
6JE4,0.529100529,0.470899471,1
6JE9,0.442622951,0.557377049,1
6JFU,0.5,0.5,1
6JIM,0.205882353,0.794117647,1
6JNX,0.323529412,0.676470588,1
6JOO,0.414634146,0.585365854,1
6JVX,0.214285714,0.785714286,1
6K0A,0.258064516,0.741935484,1
6K0B,0.12244898,0.87755102,1
6K32,0.111111111,0.888888889,1
6K3Z,0.444444444,0.555555556,1
6K4P,0.433962264,0.566037736,1
6K4Q,0.431372549,0.568627451,1
6K4S,0.396226415,0.603773585,1
6K4U,0.408163265,0.591836735,1
6K57,0.38,0.62,1
6KC7,0.575,0.425,1
6KC8,0.519230769,0.480769231,1
6KJ6,0.230769231,0.769230769,1
6KL9,0.421052632,0.578947368,1
6KLB,0.324324324,0.675675676,1
6KLE,0.1,0.9,1
6KLH,0.142857143,0.857142857,1
6KON,0.25,0.75,1
6KOO,0.285714286,0.714285714,1
6KOP,0.217391304,0.782608696,1
6KOQ,0.357142857,0.642857143,1
6KQD,0.218181818,0.781818182,1
6KQE,0.333333333,0.666666667,1
6KQF,0.28125,0.71875,1
6KQG,0.24137931,0.75862069,1
6KQH,0.222222222,0.777777778,1
6KQL,0.25,0.75,1
6KQM,0.296296296,0.703703704,1
6KQN,0.285714286,0.714285714,1
6KR6,0.375,0.625,1
6KTC,0,1,1
6KUG,0,1,1
6KUJ,0.2,0.8,1
6KUK,0.363636364,0.636363636,1
6KUP,0.444444444,0.555555556,1
6KUR,0.142857143,0.857142857,1
6KUT,0.133333333,0.866666667,1
6KUU,0.125,0.875,1
6KUV,0.2,0.8,1
6KWQ,0.4,0.6,1
6KWR,0.4,0.6,1
6KYV,0.52,0.48,1
6L1W,0.285714286,0.714285714,1
6L5N,0.842105263,0.157894737,1
6L74,0.24137931,0.75862069,1
6LDI,0.28,0.72,1
6LLB,0.290322581,0.709677419,1
6LNB,0.150537634,0.849462366,1
6LNC,0.247311828,0.752688172,1
6LSE,0.5,0.5,1
6LSF,0.666666667,0.333333333,1
6LSG,0.6,0.4,1
6LSH,0.666666667,0.333333333,1
6LT7,0.2,0.8,1
6LTP,0.26744186,0.73255814,1
6LTR,0.402777778,0.597222222,1
6LTU,0.366197183,0.633802817,1
6LU0,0.305084746,0.694915254,1
6LVR,0,1,1
6M0V,0.476923077,0.523076923,1
6M0W,0.492307692,0.507692308,1
6M0X,0.523809524,0.476190476,1
6M6C,0.428571429,0.571428571,1
6M6R,1,0,1
6M6S,0,1,1
6M6V,0.095238095,0.904761905,1
6M7D,0.181818182,0.818181818,1
6M7K,0.25,0.75,1
6MCB,0.294117647,0.705882353,1
6MCC,0.255813953,0.744186047,1
6MCE,0.771428571,0.228571429,1
6MCF,0.658536585,0.341463415,1
6MDZ,0.5,0.5,1
6ME0,0.222222222,0.777777778,1
6MFN,0.538461538,0.461538462,1
6MFR,0.5,0.5,1
6MKN,0.462857143,0.537142857,1
6MPF,0.467391304,0.532608696,1
6MPI,0.454545455,0.545454545,1
6MUR,0.260869565,0.739130435,1
6MUS,0.23943662,0.76056338,1
6MUT,0.220338983,0.779661017,1
6MUU,0.294117647,0.705882353,1
6MWN,0.196078431,0.803921569,1
6N4O,0.375,0.625,1
6N6A,0.2,0.8,1
6N6C,0.285714286,0.714285714,1
6N6D,0.2,0.8,1
6N6E,0.2,0.8,1
6N6F,0.222222222,0.777777778,1
6N6G,0.285714286,0.714285714,1
6N6H,0.222222222,0.777777778,1
6N6I,0.095238095,0.904761905,1
6N6J,0.095238095,0.904761905,1
6N6K,0.090909091,0.909090909,1
6N9U,0.307692308,0.692307692,1
6N9V,0.470588235,0.529411765,1
6N9W,0.428571429,0.571428571,1
6N9X,0.45,0.55,1
6ND4,0.471910112,0.528089888,1
6NE0,0.184,0.816,1
6NEQ,0.213592233,0.786407767,1
6NF8,0.203791469,0.796208531,1
6NIT,0.555555556,0.444444444,1
6NM9,0.390243902,0.609756098,1
6NMA,0.411764706,0.588235294,1
6NMC,0.347826087,0.652173913,1
6NMD,0.291666667,0.708333333,1
6NME,0.36,0.64,1
6NOC,0,1,1
6NOD,0,1,1
6NOF,0,1,1
6NOH,0,1,1
6NQB,0.376470588,0.623529412,1
6NUD,0.315068493,0.684931507,1
6NUE,0.348484848,0.651515152,1
6NUT,0.272727273,0.727272727,1
6NY1,0.222222222,0.777777778,1
6NY2,0.419354839,0.580645161,1
6NY3,0.433333333,0.566666667,1
6NY5,0,1,1
6NY6,0.497109827,0.502890173,1
6O0X,0.394736842,0.605263158,1
6O0Y,0.375,0.625,1
6O0Z,0.285714286,0.714285714,1
6O16,0.28125,0.71875,1
6O1K,0.342696629,0.657303371,1
6O1L,0.335443038,0.664556962,1
6O1M,0.360248447,0.639751553,1
6O5F,1,0,1
6O6C,0.666666667,0.333333333,1
6O6V,0.222222222,0.777777778,1
6O6X,0.258064516,0.741935484,1
6O75,0,1,1
6O78,0,1,1
6O79,0,1,1
6O7B,0.12,0.88,1
6O7E,0.24,0.76,1
6O7H,0.228915663,0.771084337,1
6O7I,0.231707317,0.768292683,1
6O7K,0.488888889,0.511111111,1
6OKK,0.403409091,0.596590909,1
6OMV,0.393939394,0.606060606,1
6OON,0.333333333,0.666666667,1
6OV0,0.307692308,0.692307692,1
6OVR,0.296296296,0.703703704,1
6OVY,0.315789474,0.684210526,1
6OW3,0.25,0.75,1
6OY5,0.238095238,0.761904762,1
6OY6,0.285714286,0.714285714,1
6OY7,0.225806452,0.774193548,1
6OZP,0.52173913,0.47826087,1
6OZS,0.5,0.5,1
6P18,0.235294118,0.764705882,1
6P19,0.181818182,0.818181818,1
6P4G,0.399527187,0.600472813,1
6P4H,0.395089286,0.604910714,1
6P71,0.260869565,0.739130435,1
6P7M,0.384615385,0.615384615,1
