PDBID,Total MC,Total SD,Control
5EEY,0.28,0.72,1
5EEZ,0.277227723,0.722772277,1
5EF0,0.264705882,0.735294118,1
5EF1,0.257142857,0.742857143,1
5EF2,0.266666667,0.733333333,1
5EF3,0.264150943,0.735849057,1
5EIM,0.157894737,0.842105263,1
5ELH,0.25,0.75,1
5ELK,0.238095238,0.761904762,1
5ELR,0.333333333,0.666666667,1
5ELS,0.423076923,0.576923077,1
5ELT,0.444444444,0.555555556,1
5ELX,1,0,1
5EMO,0.380952381,0.619047619,1
5EN1,0.076923077,0.923076923,1
5EX7,0.153846154,0.846153846,1
5F0Q,0.285714286,0.714285714,1
5F0S,0.315789474,0.684210526,1
5F5F,0.272727273,0.727272727,1
5F5H,0.277777778,0.722222222,1
5F6C,0.235294118,0.764705882,1
5F8G,0.571428571,0.428571429,1
5F8H,0.5,0.5,1
5F8I,0.5,0.5,1
5F8J,0.461538462,0.538461538,1
5F8L,0.571428571,0.428571429,1
5F8M,0.5,0.5,1
5F8N,0.5,0.5,1
5F98,0.473684211,0.526315789,1
5F9F,0.460526316,0.539473684,1
5F9H,0.85,0.15,1
5F9R,0.420289855,0.579710145,1
5FJ8,0,1,1
5FLM,0.428571429,0.571428571,1
5FLX,0.3556231,0.6443769,1
5FMZ,0.342857143,0.657142857,1
5FN1,0,1,1
5FQ5,0.160305344,0.839694656,1
5FVC,0.294871795,0.705128205,1
5FW1,0.170212766,0.829787234,1
5FW2,0.173228346,0.826771654,1
5FW3,0.152173913,0.847826087,1
5G2X,0.153846154,0.846153846,1
5G4U,0.390625,0.609375,1
5G4V,0.352941176,0.647058824,1
5GAD,0.503703704,0.496296296,1
5GAE,0.488151659,0.511848341,1
5GAF,0.507425743,0.492574257,1
5GAG,0.519230769,0.480769231,1
5GAH,0.507462687,0.492537313,1
5GJB,0.5,0.5,1
5GMF,0.357142857,0.642857143,1
5GMG,0.380952381,0.619047619,1
5GUH,0.285714286,0.714285714,1
5GXH,0.095238095,0.904761905,1
5GXI,0.133333333,0.866666667,1
5H0R,1,0,1
5H1K,0.166666667,0.833333333,1
5H1L,0.090909091,0.909090909,1
5H1S,0.338983051,0.661016949,1
5H3U,0.090909091,0.909090909,1
5H9E,0.308139535,0.691860465,1
5H9F,0.364705882,0.635294118,1
5HAB,0.368421053,0.631578947,1
5HC9,0.333333333,0.666666667,1
5HJZ,0.142857143,0.857142857,1
5HKC,0,1,1
5HKV,0.482638889,0.517361111,1
5HL7,0.486206897,0.513793103,1
5HO4,0.2,0.8,1
5HP2,0.5,0.5,1
5HP3,0.555555556,0.444444444,1
5HR6,0.333333333,0.666666667,1
5HR7,0.230769231,0.769230769,1
5HSW,0.333333333,0.666666667,1
5I2D,0.376811594,0.623188406,1
5I4A,0.25,0.75,1
5I8Q,0.333333333,0.666666667,1
5I9D,0,1,1
5I9F,0,1,1
5I9G,0,1,1
5I9H,0,1,1
5ID6,0.4,0.6,1
5IP2,0,1,1
5IPL,0.189189189,0.810810811,1
5IPM,0.171428571,0.828571429,1
5IPN,0.225806452,0.774193548,1
5IWA,0.502564103,0.497435897,1
5IYD,0.225806452,0.774193548,1
5J0M,0.125,0.875,1
5J1O,0.058823529,0.941176471,1
5J2W,0.136363636,0.863636364,1
5JAJ,0.625,0.375,1
5JB2,0.833333333,0.166666667,1
5JB3,0.491596639,0.508403361,1
5JBG,0.526315789,0.473684211,1
5JBH,0.50660793,0.49339207,1
5JBJ,0.461538462,0.538461538,1
5JC3,0.866666667,0.133333333,1
5JC7,0.928571429,0.071428571,1
5JCF,0.857142857,0.142857143,1
5JCH,0.857142857,0.142857143,1
5JJI,1,0,1
5JJK,0.866666667,0.133333333,1
5JJL,1,0,1
5JJU,0.333333333,0.666666667,1
5JRC,0,1,1
5JS1,0.4,0.6,1
5JVG,0.451515152,0.548484848,1
5JVH,0.452012384,0.547987616,1
5JXS,0.666666667,0.333333333,1
5K0Y,0.369710468,0.630289532,1
5K77,0,1,1
5K78,0.032258065,0.967741935,1
5KAL,0,1,1
5KI6,0.363636364,0.636363636,1
5KK5,0.677419355,0.322580645,1
5KL1,0.111111111,0.888888889,1
5KL8,0.068181818,0.931818182,1
5KLA,0,1,1
5L1Z,0.666666667,0.333333333,1
5L2L,0.1,0.9,1
5LL6,0.408450704,0.591549296,1
5LM7,0.158730159,0.841269841,1
5LMN,0.459349593,0.540650407,1
5LMO,0.462311558,0.537688442,1
5LMP,0.421319797,0.578680203,1
5LMQ,0.431279621,0.568720379,1
5LMR,0.439814815,0.560185185,1
5LMS,0.377659574,0.622340426,1
5LMT,0.454148472,0.545851528,1
5LMU,0.482758621,0.517241379,1
5LMV,0.476851852,0.523148148,1
5LTA,0.454545455,0.545454545,1
5M0I,0.142857143,0.857142857,1
5M0J,0.125,0.875,1
5M3F,0,1,1
5M3H,0.37037037,0.62962963,1
5M3J,0.379310345,0.620689655,1
5M5X,0.4,0.6,1
5M5Y,0.5,0.5,1
5M64,0.5,0.5,1
5M73,0.340425532,0.659574468,1
5M8I,0.117647059,0.882352941,1
5ME0,0.5,0.5,1
5ME1,0.49270073,0.50729927,1
5MFX,0.5,0.5,1
5MGA,0.555555556,0.444444444,1
5MLC,0.45646438,0.54353562,1
5MMI,0.436525612,0.563474388,1
5MMJ,0.475138122,0.524861878,1
5MS0,0.64,0.36,1
5MSG,0.333333333,0.666666667,1
5MY1,0.477707006,0.522292994,1
5N61,0.625,0.375,1
5N94,0.555555556,0.444444444,1
5NEW,0.181818182,0.818181818,1
5NG6,0.421052632,0.578947368,1
5NO2,0.459016393,0.540983607,1
5NO3,0.459677419,0.540322581,1
5NO4,0.460431655,0.539568345,1
5NPM,0.5,0.5,1
5NRG,0.480519481,0.519480519,1
5NS3,0.285714286,0.714285714,1
5NS4,0.285714286,0.714285714,1
5O1Y,0.090909091,0.909090909,1
5O1Z,0.0625,0.9375,1
5O20,0.076923077,0.923076923,1
5O3J,0.333333333,0.666666667,1
5O58,0.428571429,0.571428571,1
5O5J,0.459119497,0.540880503,1
5O60,0.459134615,0.540865385,1
5O6U,0.255319149,0.744680851,1
5O7H,0.32,0.68,1
5OA3,0.403743316,0.596256684,1
5OC6,0,1,1
5ODV,0,1,1
5OIK,0.133333333,0.866666667,1
5OLA,0.115384615,0.884615385,1
5OMW,0.340909091,0.659090909,1
5ON2,0.341463415,0.658536585,1
5ON3,0.317073171,0.682926829,1
5ONH,0.318181818,0.681818182,1
5OOL,0.338155515,0.661844485,1
5OOM,0.333333333,0.666666667,1
5OPT,0.337110482,0.662889518,1
5OSG,0,1,1
5OT2,0.6,0.4,1
5SUP,1,0,1
5SWM,0.333333333,0.666666667,1
5SZE,0.2,0.8,1
5T16,0.173913043,0.826086957,1
5T7B,0.333333333,0.666666667,1
5T8Y,1,0,1
5TF6,0.207920792,0.792079208,1
5THE,0.470588235,0.529411765,1
5TZS,0.75,0.25,1
5U07,0.305555556,0.694444444,1
5U0A,0.255033557,0.744966443,1
5U30,0.461538462,0.538461538,1
5U31,0.46835443,0.53164557,1
5U33,0.5,0.5,1
5U34,0.35483871,0.64516129,1
5U4J,0.510204082,0.489795918,1
5U9B,0.108108108,0.891891892,1
5UD5,0.458333333,0.541666667,1
5UDI,0,1,1
5UDJ,0,1,1
5UDK,0,1,1
5UDL,0,1,1
5UDZ,0.138613861,0.861386139,1
5UH5,0.269230769,0.730769231,1
5UH6,0.315789474,0.684210526,1
5UH8,0.28,0.72,1
5UH9,0.318181818,0.681818182,1
5UHC,0.230769231,0.769230769,1
5UJ2,0.333333333,0.666666667,1
5US2,0.666666667,0.333333333,1
5USA,0.666666667,0.333333333,1
5USE,0.5,0.5,1
5USG,0.333333333,0.666666667,1
5UX0,0.222222222,0.777777778,1
5UZ4,0.4375,0.5625,1
5UZ9,0.338235294,0.661764706,1
5UZZ,0.125,0.875,1
5V6X,0.423076923,0.576923077,1
5V7C,0.083333333,0.916666667,1
5V7Q,0.363957597,0.636042403,1
5VAJ,0.777777778,0.222222222,1
5VI5,0.27027027,0.72972973,1
5VM9,0.30952381,0.69047619,1
5VO8,0.344827586,0.655172414,1
5VOE,0.25,0.75,1
5VOF,0.2,0.8,1
5VSU,0.2,0.8,1
5VT0,0,1,1
5VVR,0.4,0.6,1
5VVS,0.25,0.75,1
5VW1,0.382978723,0.617021277,1
5VZL,0.363636364,0.636363636,1
5W0M,0.083333333,0.916666667,1
5W0O,0.0625,0.9375,1
5W1H,0.142857143,0.857142857,1
5W1I,0.097560976,0.902439024,1
5W3V,0.181818182,0.818181818,1
5W4U,1,0,1
5W51,1,0,1
5W5H,0,1,1
5W5I,0,1,1
5W5Y,0.4,0.6,1
5W64,0.416666667,0.583333333,1
5W65,0.55,0.45,1
5W66,0.583333333,0.416666667,1
5W6V,0.333333333,0.666666667,1
5W7N,0.5,0.5,1
5W7O,0.333333333,0.666666667,1
5WEA,0.466666667,0.533333333,1
5WJR,0.5,0.5,1
5WLH,0.127272727,0.872727273,1
5WNP,0.491620112,0.508379888,1
5WNQ,0.479532164,0.520467836,1
5WNR,0.477011494,0.522988506,1
5WNS,0.479289941,0.520710059,1
5WNT,0.517241379,0.482758621,1
5WNU,0.514792899,0.485207101,1
5WNV,0.5,0.5,1
5WQE,0.3,0.7,1
5WS2,0.363636364,0.636363636,1
5WT1,0.418604651,0.581395349,1
5WT3,0.588235294,0.411764706,1
5WTI,0.465753425,0.534246575,1
5WTK,0.166666667,0.833333333,1
5WTY,0.016129032,0.983870968,1
5WWE,0.076923077,0.923076923,1
5WWF,0.066666667,0.933333333,1
5WWG,0.125,0.875,1
5WWR,0.290322581,0.709677419,1
5WWS,0.338235294,0.661764706,1
5WWT,0.318181818,0.681818182,1
5WWW,0.142857143,0.857142857,1
5WWX,0.181818182,0.818181818,1
5WZG,0.025641026,0.974358974,1
5WZH,0.026315789,0.973684211,1
5WZI,0.028571429,0.971428571,1
5WZJ,0.022222222,0.977777778,1
5WZK,0.032258065,0.967741935,1
5X21,0.266666667,0.733333333,1
5X22,0.272727273,0.727272727,1
5X2G,0.489361702,0.510638298,1
5X2H,0.511111111,0.488888889,1
5X3Z,0.083333333,0.916666667,1
5X6B,0.25,0.75,1
5X70,0,1,1
5X8R,0.414634146,0.585365854,1
5X8T,0.379710145,0.620289855,1
5XBL,0.319148936,0.680851064,1
5XC6,0.545454545,0.454545455,1
5XH6,0.588235294,0.411764706,1
5XH7,0.566037736,0.433962264,1
5XJ2,0.5,0.5,1
5XLO,0.243243243,0.756756757,1
5XLP,0.388888889,0.611111111,1
5XOW,0.615384615,0.384615385,1
5XPA,0.666666667,0.333333333,1
5XPG,0.642857143,0.357142857,1
5XTM,0.423076923,0.576923077,1
5XUS,0.56,0.44,1
5XUT,0.530612245,0.469387755,1
5XUU,0.537037037,0.462962963,1
5XUZ,0.581632653,0.418367347,1
5XWP,0.261538462,0.738461538,1
5XWY,0.205882353,0.794117647,1
5XXU,0.474777448,0.525222552,1
5XYI,0.48,0.52,1
5XYM,0.473846154,0.526153846,1
5XYU,0.409090909,0.590909091,1
5Y36,0.355932203,0.644067797,1
5Y58,0.510204082,0.489795918,1
5Y6Z,0.45,0.55,1
5Y7M,0.228571429,0.771428571,1
5YKI,0,1,1
5YTS,0,1,1
5YTT,0.153846154,0.846153846,1
5YTV,0,1,1
5YTX,0,1,1
5YYN,0.1875,0.8125,1
5Z3G,0.341397849,0.658602151,1
5Z4A,0,1,1
5Z4D,0.076923077,0.923076923,1
5Z4J,0.090909091,0.909090909,1
5Z98,0.222222222,0.777777778,1
5Z9W,1,0,1
5Z9X,1,0,1
5ZC9,0.875,0.125,1
5ZET,0.401534527,0.598465473,1
5ZEU,0.404494382,0.595505618,1
5ZEY,0,1,1
5ZKJ,0.152173913,0.847826087,1
5ZQ0,0.19047619,0.80952381,1
5ZQ1,0.4,0.6,1
5ZQ8,0.2,0.8,1
5ZSA,0.32,0.68,1
5ZSB,0.363636364,0.636363636,1
5ZSC,0.4,0.6,1
5ZSD,0.363636364,0.636363636,1
5ZSE,0.3,0.7,1
5ZSL,0.421052632,0.578947368,1
5ZSM,0.260869565,0.739130435,1
5ZSN,0.470588235,0.529411765,1
5ZTH,0.444444444,0.555555556,1
5ZTM,0.857142857,0.142857143,1
5ZUU,0.8,0.2,1
5ZW4,0,1,1
5ZX2,0.216216216,0.783783784,1
6A4E,0.105263158,0.894736842,1
6A5L,0.90625,0.09375,1
6A5O,0.947368421,0.052631579,1
6A5P,0.90625,0.09375,1
6A5R,0.962962963,0.037037037,1
6A5T,0.88,0.12,1
6A5U,0.935483871,0.064516129,1
6A6J,0,1,1
6A6L,0.090909091,0.909090909,1
6AAX,0.133333333,0.866666667,1
6AAY,0.142857143,0.857142857,1
6AEB,0.4375,0.5625,1
6AEG,0.409836066,0.590163934,1
6AGB,0.125,0.875,1
6AH3,0.189473684,0.810526316,1
6AHR,0.112903226,0.887096774,1
6AHU,0.215189873,0.784810127,1
6AI6,0.446808511,0.553191489,1
6AJK,0.142857143,0.857142857,1
6ALF,0.153846154,0.846153846,1
6ALG,0.3125,0.6875,1
6ALH,0.071428571,0.928571429,1
6AR1,0.5,0.5,1
6AR3,0.5,0.5,1
6ASO,0.186666667,0.813333333,1
6ASX,0.25,0.75,1
6AZ1,0.382417582,0.617582418,1
6B0B,0,1,1
6B14,0.133333333,0.866666667,1
6B19,1,0,1
6B3K,0.117647059,0.882352941,1
6B44,0.213592233,0.786407767,1
6B45,0.293333333,0.706666667,1
6B46,0.328571429,0.671428571,1
6B47,0.409090909,0.590909091,1
6B48,0.333333333,0.666666667,1
6B6H,0.174757282,0.825242718,1
6BBO,0,1,1
6BJG,0.054054054,0.945945946,1
6BJH,0,1,1
6BJS,0,1,1
6BJV,0,1,1
6BJY,0.285714286,0.714285714,1
6BLO,1,0,1
6BLP,1,0,1
6BM2,0.5,0.5,1
6BM4,1,0,1
6BQF,1,0,1
6BSG,0.416666667,0.583333333,1
6BSH,0.416666667,0.583333333,1
6BSI,0.375,0.625,1
6BSJ,0.5,0.5,1
6C0F,0.342574257,0.657425743,1
6C4H,0.547945205,0.452054795,1
6C66,0.243243243,0.756756757,1
6C6K,0.068965517,0.931034483,1
6C6S,0.2,0.8,1
6C6T,0.1875,0.8125,1
6C6U,0.142857143,0.857142857,1
6CAO,0.47979798,0.52020202,1
6CAP,0.5,0.5,1
6CAQ,0.497206704,0.502793296,1
6CAR,0.48,0.52,1
6CAS,0.491712707,0.508287293,1
6CB1,0.71541502,0.28458498,1
6CBD,0.419354839,0.580645161,1
6CF2,0,1,1
6CMN,0.038461538,0.961538462,1
6CYT,0,1,1
6D06,0.5,0.5,1
6D12,0.086956522,0.913043478,1
6D1V,0,1,1
6D2U,0.125,0.875,1
6D2Z,0.111111111,0.888888889,1
6D30,0.2,0.8,1
6D6V,0.155844156,0.844155844,1
6D8A,0.173228346,0.826771654,1
6D8F,0.170542636,0.829457364,1
6D8P,0.423076923,0.576923077,1
6D92,0.458333333,0.541666667,1
6D95,0.458333333,0.541666667,1
6D9K,0.44,0.56,1
6D9L,0.44,0.56,1
6DB8,0.3125,0.6875,1
6DB9,0.111111111,0.888888889,1
6DCB,0,1,1
6DCC,0,1,1
6DDD,0.422155689,0.577844311,1
6DDG,0.452012384,0.547987616,1
6DMN,0.19047619,0.80952381,1
6DMV,0.210526316,0.789473684,1
6DNH,0.2,0.8,1
6DO8,0.210526316,0.789473684,1
6DO9,0.19047619,0.80952381,1
6DOA,0.227272727,0.772727273,1
6DOB,0.2,0.8,1
6DOC,0.238095238,0.761904762,1
6DOD,0.227272727,0.772727273,1
6DOE,0.238095238,0.761904762,1
6DOF,0.227272727,0.772727273,1
6DOG,0.227272727,0.772727273,1
6DOH,0.222222222,0.777777778,1
6DOI,0.235294118,0.764705882,1
6DOJ,0.210526316,0.789473684,1
6DOK,0.210526316,0.789473684,1
6DOL,0.210526316,0.789473684,1
6DOM,0.19047619,0.80952381,1
6DON,0.19047619,0.80952381,1
6DOO,0.19047619,0.80952381,1
6DOP,0.19047619,0.80952381,1
6DOQ,0.19047619,0.80952381,1
6DOR,0.19047619,0.80952381,1
6DOS,0.2,0.8,1
6DOT,0.210526316,0.789473684,1
6DOU,0.19047619,0.80952381,1
6DOV,0.210526316,0.789473684,1
6DOW,0.235294118,0.764705882,1
6DOX,0.222222222,0.777777778,1
6DOY,0.210526316,0.789473684,1
6DOZ,0.210526316,0.789473684,1
6DP0,0.210526316,0.789473684,1
6DP1,0.210526316,0.789473684,1
6DP2,0.210526316,0.789473684,1
6DP3,0.19047619,0.80952381,1
6DP4,0.238095238,0.761904762,1
6DP5,0.222222222,0.777777778,1
6DP6,0.210526316,0.789473684,1
6DP7,0.235294118,0.764705882,1
6DP8,0.173913043,0.826086957,1
6DP9,0.210526316,0.789473684,1
6DPA,0.2,0.8,1
6DPB,0.222222222,0.777777778,1
6DPC,0.222222222,0.777777778,1
6DPD,0.235294118,0.764705882,1
6DPE,0.210526316,0.789473684,1
6DPF,0.222222222,0.777777778,1
6DPG,0.210526316,0.789473684,1
6DPH,0.25,0.75,1
6DPI,0.2,0.8,1
6DPJ,0.222222222,0.777777778,1
6DPK,0.210526316,0.789473684,1
6DPL,0.210526316,0.789473684,1
6DPM,0.25,0.75,1
6DPN,0.222222222,0.777777778,1
6DPO,0.181818182,0.818181818,1
6DPP,0.222222222,0.777777778,1
6DT8,0.333333333,0.666666667,1
6DTA,0.285714286,0.714285714,1
6DTD,0.090909091,0.909090909,1
6DTI,0.482758621,0.517241379,1
6DU4,0.324324324,0.675675676,1
6DU5,0.321428571,0.678571429,1
6DUQ,1,0,1
6DV9,0.217391304,0.782608696,1
6DVB,0.227272727,0.772727273,1
6DVC,0.217391304,0.782608696,1
6DZK,0.115449915,0.884550085,1
6DZP,0.350694444,0.649305556,1
6E0O,0,1,1
6E4P,0.105263158,0.894736842,1
6E9E,0.272727273,0.727272727,1
6E9F,0.47826087,0.52173913,1
6EEN,0,1,1
6EM3,1,0,1
6EM4,1,0,1
6EML,0.450928382,0.549071618,1
6EVJ,0.314814815,0.685185185,1
6EVK,0.333333333,0.666666667,1
6EXV,0.2,0.8,1
6F3H,0.380952381,0.619047619,1
6F41,0.5,0.5,1
6F4A,1,0,1
6F5O,0.344827586,0.655172414,1
6FAI,0.359375,0.640625,1
6FBS,0.242424242,0.757575758,1
6FHH,0.346153846,0.653846154,1
6FHI,0.391304348,0.608695652,1
6FLP,0.375,0.625,1
6FLQ,0.5,0.5,1
6FPQ,0.25,0.75,1
6FPX,0.236842105,0.763157895,1
6FQ3,0,1,1
6FQL,0,1,1
6FQR,0.25,0.75,1
6FUW,0.242424242,0.757575758,1
6G18,0.428198433,0.571801567,1
6G19,0.272727273,0.727272727,1
6G1S,0.333333333,0.666666667,1
6G1X,0.285714286,0.714285714,1
6G2K,0.083333333,0.916666667,1
6G3B,0.666666667,0.333333333,1
6G4S,1,0,1
6G4W,1,0,1
6G51,1,0,1
6G53,1,0,1
6G5H,0.413157895,0.586842105,1
6G5I,0.432876712,0.567123288,1
6G63,0,1,1
6G99,0.130434783,0.869565217,1
6GBM,0.148148148,0.851851852,1
6GBZ,0.438438438,0.561561562,1
6GC0,0.410596026,0.589403974,1
6GC4,0.42481203,0.57518797,1
6GC5,0.111111111,0.888888889,1
6GC6,0.420512821,0.579487179,1
6GC7,0.418300654,0.581699346,1
6GC8,0.456,0.544,1
6GD2,0.103448276,0.896551724,1
6GD3,0.111111111,0.888888889,1
6GFW,0.117647059,0.882352941,1
6GJZ,0.285714286,0.714285714,1
6GKH,0.076923077,0.923076923,1
6GKM,0.333333333,0.666666667,1
6GMH,0.25,0.75,1
6GML,0,1,1
6GOV,0.222222222,0.777777778,1
6GPG,0.5,0.5,1
6GTC,0.285714286,0.714285714,1
6GTD,1,0,1
6GTE,0.428571429,0.571428571,1
6GTF,0.368421053,0.631578947,1
6GTG,0.511627907,0.488372093,1
6GV4,0,1,1
6GVY,0.8,0.2,1
6GX6,0.111111111,0.888888889,1
6H5Q,0.181818182,0.818181818,1
6H5S,0.2,0.8,1
6H61,0.230769231,0.769230769,1
6H66,0.384615385,0.615384615,1
6H67,1,0,1
6H68,0.1,0.9,1
6H9H,0.265306122,0.734693878,1
6H9I,0.315789474,0.684210526,1
6HAK,0.2,0.8,1
6HAU,0,1,1
6HCT,0.367346939,0.632653061,1
6HKO,0.4,0.6,1
6HLQ,0.4,0.6,1
6HLR,0.25,0.75,1
6HMA,0.501831502,0.498168498,1
6HPJ,0.222222222,0.777777778,1
6HTU,0.1875,0.8125,1
6HYU,0.307692308,0.692307692,1
6I0T,0,1,1
6I0U,0.076923077,0.923076923,1
6I0V,0.066666667,0.933333333,1
6I0Y,0.420940171,0.579059829,1
6I1K,0.431034483,0.568965517,1
6I1L,0.421686747,0.578313253,1
6I2N,0,1,1
6I3P,0.278688525,0.721311475,1
6I84,0.871794872,0.128205128,1
6IFK,0.307692308,0.692307692,1
6IFL,0.267326733,0.732673267,1
6IFN,0.277777778,0.722222222,1
6IFO,0.327433628,0.672566372,1
6IFU,0.29,0.71,1
6IFY,0.336842105,0.663157895,1
6IFZ,0.336956522,0.663043478,1
6IG0,0.347826087,0.652173913,1
6IJ2,0.166666667,0.833333333,1
6INQ,0.925925926,0.074074074,1
6IQW,0.239130435,0.760869565,1
6IR9,0.724137931,0.275862069,1
6IV6,0.363636364,0.636363636,1
6IV8,0.237288136,0.762711864,1
6IV9,0.222222222,0.777777778,1
6J4W,0.815789474,0.184210526,1
6J4Z,0.777777778,0.222222222,1
6J7Z,0.181818182,0.818181818,1
6J9E,0.3,0.7,1
6J9F,0.1,0.9,1
6JBQ,0.217391304,0.782608696,1
6JC3,0,1,1
6JCX,0.206896552,0.793103448,1
6JCY,0.210526316,0.789473684,1
6JDQ,0.466666667,0.533333333,1
6JDV,0.557377049,0.442622951,1
6JE3,0.458333333,0.541666667,1
6JE4,0.55026455,0.44973545,1
6JE9,0.508196721,0.491803279,1
6JFU,0.5,0.5,1
6JIM,0.205882353,0.794117647,1
6JNX,0.323529412,0.676470588,1
6JOO,0.43902439,0.56097561,1
6JVX,0.285714286,0.714285714,1
6K0A,0.322580645,0.677419355,1
6K0B,0.142857143,0.857142857,1
6K32,0.333333333,0.666666667,1
6K3Z,0.481481481,0.518518519,1
6K4P,0.471698113,0.528301887,1
6K4Q,0.470588235,0.529411765,1
6K4S,0.433962264,0.566037736,1
6K4U,0.448979592,0.551020408,1
6K57,0.42,0.58,1
6KC7,0.6,0.4,1
6KC8,0.538461538,0.461538462,1
6KJ6,0.307692308,0.692307692,1
6KL9,0.421052632,0.578947368,1
6KLB,0.324324324,0.675675676,1
6KLE,0.1,0.9,1
6KLH,0.142857143,0.857142857,1
6KON,0.25,0.75,1
6KOO,0.285714286,0.714285714,1
6KOP,0.217391304,0.782608696,1
6KOQ,0.357142857,0.642857143,1
6KQD,0.254545455,0.745454545,1
6KQE,0.375,0.625,1
6KQF,0.28125,0.71875,1
6KQG,0.310344828,0.689655172,1
6KQH,0.259259259,0.740740741,1
6KQL,0.285714286,0.714285714,1
6KQM,0.296296296,0.703703704,1
6KQN,0.321428571,0.678571429,1
6KR6,0.375,0.625,1
6KTC,0,1,1
6KUG,0,1,1
6KUJ,0.266666667,0.733333333,1
6KUK,0.363636364,0.636363636,1
6KUP,0.444444444,0.555555556,1
6KUR,0.142857143,0.857142857,1
6KUT,0.133333333,0.866666667,1
6KUU,0.125,0.875,1
6KUV,0.333333333,0.666666667,1
6KWQ,0.466666667,0.533333333,1
6KWR,0.4,0.6,1
6KYV,0.533333333,0.466666667,1
6L1W,0.285714286,0.714285714,1
6L5N,0.842105263,0.157894737,1
6L74,0.275862069,0.724137931,1
6LDI,0.28,0.72,1
6LLB,0.322580645,0.677419355,1
6LNB,0.172043011,0.827956989,1
6LNC,0.301075269,0.698924731,1
6LSE,0.5,0.5,1
6LSF,0.666666667,0.333333333,1
6LSG,0.6,0.4,1
6LSH,0.666666667,0.333333333,1
6LT7,0.228571429,0.771428571,1
6LTP,0.302325581,0.697674419,1
6LTR,0.444444444,0.555555556,1
6LTU,0.394366197,0.605633803,1
6LU0,0.338983051,0.661016949,1
6LVR,0,1,1
6M0V,0.476923077,0.523076923,1
6M0W,0.492307692,0.507692308,1
6M0X,0.523809524,0.476190476,1
6M6C,0.428571429,0.571428571,1
6M6R,1,0,1
6M6S,0,1,1
6M6V,0.142857143,0.857142857,1
6M7D,0.181818182,0.818181818,1
6M7K,0.125,0.875,1
6MCB,0.294117647,0.705882353,1
6MCC,0.279069767,0.720930233,1
6MCE,0.028571429,0.971428571,1
6MCF,0.024390244,0.975609756,1
6MDZ,0.5,0.5,1
6ME0,0.277777778,0.722222222,1
6MFN,0.538461538,0.461538462,1
6MFR,0.527777778,0.472222222,1
6MKN,0.485714286,0.514285714,1
6MPF,0.5,0.5,1
6MPI,0.481283422,0.518716578,1
6MUR,0.304347826,0.695652174,1
6MUS,0.281690141,0.718309859,1
6MUT,0.271186441,0.728813559,1
6MUU,0.37254902,0.62745098,1
6MWN,0.333333333,0.666666667,1
6N4O,0.375,0.625,1
6N6A,0.2,0.8,1
6N6C,0.285714286,0.714285714,1
6N6D,0.2,0.8,1
6N6E,0.2,0.8,1
6N6F,0.222222222,0.777777778,1
6N6G,0.285714286,0.714285714,1
6N6H,0.222222222,0.777777778,1
6N6I,0.095238095,0.904761905,1
6N6J,0.095238095,0.904761905,1
6N6K,0.090909091,0.909090909,1
6N9U,0.307692308,0.692307692,1
6N9V,0.529411765,0.470588235,1
6N9W,0.428571429,0.571428571,1
6N9X,0.5,0.5,1
6ND4,0.550561798,0.449438202,1
6NE0,0.184,0.816,1
6NEQ,0.247572816,0.752427184,1
6NF8,0.251184834,0.748815166,1
6NIT,0.555555556,0.444444444,1
6NM9,0.390243902,0.609756098,1
6NMA,0.411764706,0.588235294,1
6NMC,0.347826087,0.652173913,1
6NMD,0.291666667,0.708333333,1
6NME,0.44,0.56,1
6NOC,0,1,1
6NOD,0,1,1
6NOF,0,1,1
6NOH,0,1,1
6NQB,0.411764706,0.588235294,1
6NUD,0.342465753,0.657534247,1
6NUE,0.424242424,0.575757576,1
6NUT,0.272727273,0.727272727,1
6NY1,0.222222222,0.777777778,1
6NY2,0.419354839,0.580645161,1
6NY3,0.433333333,0.566666667,1
6NY5,0,1,1
6NY6,0.526011561,0.473988439,1
6O0X,0.394736842,0.605263158,1
6O0Y,0.4,0.6,1
6O0Z,0.314285714,0.685714286,1
6O16,0.28125,0.71875,1
6O1K,0.123595506,0.876404494,1
6O1L,0.088607595,0.911392405,1
6O1M,0.124223602,0.875776398,1
6O5F,1,0,1
6O6C,0.666666667,0.333333333,1
6O6V,0.222222222,0.777777778,1
6O6X,0.258064516,0.741935484,1
6O75,0.1,0.9,1
6O78,0.1,0.9,1
6O79,0.076923077,0.923076923,1
6O7B,0.2,0.8,1
6O7E,0.28,0.72,1
6O7H,0.265060241,0.734939759,1
6O7I,0.268292683,0.731707317,1
6O7K,0.533333333,0.466666667,1
6OKK,0.443181818,0.556818182,1
6OMV,0.393939394,0.606060606,1
6OON,0.375,0.625,1
6OV0,0.307692308,0.692307692,1
6OVR,0.37037037,0.62962963,1
6OVY,0.421052632,0.578947368,1
6OW3,0.291666667,0.708333333,1
6OY5,0.285714286,0.714285714,1
6OY6,0.333333333,0.666666667,1
6OY7,0.290322581,0.709677419,1
6OZP,0.52173913,0.47826087,1
6OZS,0.5,0.5,1
6P18,0.235294118,0.764705882,1
6P19,0.181818182,0.818181818,1
6P4G,0.423167849,0.576832151,1
6P4H,0.412946429,0.587053571,1
6P71,0.304347826,0.695652174,1
6P7M,0.384615385,0.615384615,1
6P7N,0.392156863,0.607843137,1
6P7P,0.136363636,0.863636364,1
